gender,age,race,samerace,importance_same_race,importance_same_religion,field,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_intelligence_o,d_funny_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,match,d_ambitous_o
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',6,8,8,10,9,6,[6-8],[9-10],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],7,9,9,9,9,7,[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.18,6,?,5,7,6,[6-8],[5-6],0,1,1,[9-10]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',7,10,9,7,7,5,[9-10],[6-8],[0-5],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],3,8,6,5,8,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.09,6,?,5,3,5,[0-5],[5-6],0,0,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',9,8,9,9,8,7,[9-10],[9-10],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],6,8,8,10,8,8,[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],-0.14,6,?,5,7,7,[6-8],[7-10],0,0,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',5,6,8,7,8,6,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],9,8,9,8,9,6,[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],-0.01,6,?,5,8,4,[6-8],[0-4],0,1,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',5,8,6,6,5,7,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],6,9,9,8,9,7,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.08,6,?,5,7,6,[6-8],[5-6],0,0,0,[0-5]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',8,8,8,8,8,8,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],9,9,9,9,9,7,[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.04,6,?,5,9,7,[9-10],[7-10],0,1,1,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',8,9,8,8,6,9,[6-8],[6-8],[9-10],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],7,9,9,8,8,7,[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.05,6,?,5,7,7,[6-8],[7-10],0,1,1,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',6,7,8,8,6,7,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],5,8,7,6,6,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],-0.29,6,?,5,5,5,[0-5],[5-6],0,0,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',5,10,9,9,8,9,[9-10],[9-10],[9-10],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],7,9,9,8,9,7,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.09,6,?,5,8,6,[6-8],[5-6],0,1,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',7,6,7,6,6,5,[6-8],[6-8],[0-5],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],9,7,9,4,9,6,[9-10],[6-8],[9-10],[0-5],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.45,6,?,5,7,3,[6-8],[0-4],0,0,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',6,8,6,7,6,6,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],10,9,9,9,9,8,[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],-0.02,6,?,5,9,7,[9-10],[7-10],0,1,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',6,7,7,7,7,7,[6-8],[6-8],[6-8],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],7,7,9,5,10,7,[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.37,6,?,5,7,5,[6-8],[5-6],0,1,0,[6-8]
male,27,'Latino/Hispanic American',0,6,2,'MBA Finance',6,8,7,7,8,5,[6-8],[6-8],[0-5],25,25,25,15,10,0,8,8,8,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],9,8,8,6,7,7,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,[9-10],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],0.33,6,?,5,7,6,[6-8],[5-6],0,1,1,[6-8]
male,30,European/Caucasian-American,0,1,1,MBA,7,7,8,7,10,6,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],6,7,7,8,6,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.45,8,?,5,8,5,[6-8],[5-6],0,1,0,[9-10]
male,30,European/Caucasian-American,0,1,1,MBA,6,6,6,6,6,6,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],8,6,7,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.32,8,?,5,7,5,[6-8],[5-6],0,1,0,[6-8]
male,30,European/Caucasian-American,1,1,1,MBA,10,9,9,7,9,7,[9-10],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],3,8,6,6,5,2,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.19,8,?,5,5,5,[0-5],[5-6],0,0,0,[9-10]
male,30,European/Caucasian-American,0,1,1,MBA,7,10,10,9,10,2,[9-10],[9-10],[0-5],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],2,7,9,5,7,2,[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.41,8,?,5,6,6,[6-8],[5-6],0,0,0,[9-10]
male,30,European/Caucasian-American,1,1,1,MBA,6,5,8,7,8,8,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],7,7,6,5,6,4,[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.45,8,?,5,6,3,[6-8],[0-4],0,0,0,[6-8]
male,30,European/Caucasian-American,1,1,1,MBA,7,8,7,9,7,7,[6-8],[9-10],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],9,6,6,7,6,8,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.29,8,?,5,8,7,[6-8],[7-10],0,1,0,[6-8]
male,30,European/Caucasian-American,0,1,1,MBA,6,6,6,6,7,6,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],7,7,6,5,5,4,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.72,8,?,5,5,5,[0-5],[5-6],0,0,0,[6-8]
male,30,European/Caucasian-American,0,1,1,MBA,8,6,7,7,7,8,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],4,6,7,4,6,4,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.38,8,?,5,4,4,[0-5],[0-4],0,0,0,[6-8]
male,30,European/Caucasian-American,1,1,1,MBA,9,10,8,9,7,9,[6-8],[9-10],[9-10],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],8,6,7,8,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],-0.1,8,?,5,7,7,[6-8],[7-10],0,1,1,[6-8]
male,30,European/Caucasian-American,1,1,1,MBA,8,9,9,9,9,10,[9-10],[9-10],[9-10],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],9,7,6,8,5,8,[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.65,8,?,5,8,7,[6-8],[7-10],0,1,0,[9-10]
male,30,European/Caucasian-American,1,1,1,MBA,5,7,7,7,6,6,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],9.9,8,8,8,8,9,[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.09,8,?,5,9,8,[9-10],[7-10],0,1,0,[6-8]
male,30,European/Caucasian-American,0,1,1,MBA,7,8,7,6,7,6,[6-8],[6-8],[6-8],31.58,10.53,15.79,21.05,10.53,10.53,8,2,9,9,9,[6-8],[0-5],[9-10],[9-10],[9-10],2,7,7,5,6,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],7,3,3,9,9,10,8,4,8,8,1,5,7,9,10,5,5,[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],0.27,8,?,5,6,5,[6-8],[5-6],0,0,0,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,8,8,10,8,10,10,[9-10],[6-8],[9-10],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],9,8,8,8,7,9,[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.55,5,?,5,9,8,[9-10],[7-10],0,1,1,[9-10]
male,27,European/Caucasian-American,0,4,6,Business,8,8,8,8,8,8,[6-8],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],8,9,9,8,9,8,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.36,5,?,5,8,8,[6-8],[7-10],0,1,1,[6-8]
male,27,European/Caucasian-American,1,4,6,Business,9,10,10,6,9,8,[9-10],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],6,6,6,5,5,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.19,5,?,5,7,7,[6-8],[7-10],0,1,1,[9-10]
male,27,European/Caucasian-American,0,4,6,Business,7,9,9,5,7,5,[9-10],[0-5],[0-5],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],2,6,7,5,6,4,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.21,5,?,5,6,5,[6-8],[5-6],0,0,0,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,9,10,10,8,8,4,[9-10],[6-8],[0-5],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],5,6,6,6,5,4,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.56,5,?,5,5,4,[0-5],[0-4],0,0,0,[6-8]
male,27,European/Caucasian-American,1,4,6,Business,6,9,9,7,7,8,[9-10],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],8,7,7,8,7,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.02,5,?,5,8,6,[6-8],[5-6],0,1,1,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,8,8,8,8,8,8,[6-8],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],6,8,8,6,6,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.64,5,?,5,7,5,[6-8],[5-6],0,0,0,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,9,8,8,9,6,9,[6-8],[9-10],[9-10],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],6,8,7,6,5,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.2,5,?,5,6,6,[6-8],[5-6],0,0,0,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,5,8,7,5,6,5,[6-8],[0-5],[0-5],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],4,7,6,4,3,2,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.56,5,?,5,4,4,[0-5],[0-4],0,0,0,[6-8]
male,27,European/Caucasian-American,1,4,6,Business,9,10,10,10,9,8,[9-10],[9-10],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],8,7,7,9,8,7,[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],-0.02,5,?,5,8,7,[6-8],[7-10],0,1,1,[9-10]
male,27,European/Caucasian-American,1,4,6,Business,9,8,7,8,8,9,[6-8],[6-8],[9-10],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],9,8,9,9,9,8,[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.53,5,?,5,9,8,[9-10],[7-10],0,1,1,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,6,8,10,7,7,5,[9-10],[6-8],[0-5],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],8,8,8,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.29,5,?,5,8,7,[6-8],[7-10],0,1,0,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,8,8,8,8,8,7,[6-8],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],8,7,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.06,5,?,5,8,7,[6-8],[7-10],1,1,1,[6-8]
male,27,European/Caucasian-American,0,4,6,Business,6,7,6,7,7,7,[6-8],[6-8],[6-8],14,18,17,16,15,20,6,8,9,8,10,[6-8],[6-8],[9-10],[6-8],[9-10],6,7,8,6,9,6,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],6,6,4,8,9,9,7,6,8,9,4,6,7,10,10,8,6,[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.26,5,?,5,6,5,[6-8],[5-6],0,0,0,[6-8]
male,27,European/Caucasian-American,0,6,3,'International Affairs',6,10,10,9,8,7,[9-10],[9-10],[6-8],30,15,20,25,5,5,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[0-5],6,8,7,7,6,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],-0.16,8,?,3,7,7,[6-8],[7-10],0,0,0,[6-8]
male,27,European/Caucasian-American,1,6,3,'International Affairs',8,8,8,8,9,9,[6-8],[6-8],[9-10],30,15,20,25,5,5,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[0-5],3,6,6,4,6,9,[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],-0.15,8,?,3,4,6,[0-5],[5-6],0,0,0,[9-10]
male,27,European/Caucasian-American,0,6,3,'International Affairs',7,8,7,7,7,7,[6-8],[6-8],[6-8],30,15,20,25,5,5,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[0-5],5,5,6,5,6,7,[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],0.23,8,?,3,5,4,[0-5],[0-4],0,0,0,[6-8]
male,27,European/Caucasian-American,1,6,3,'International Affairs',7,10,9,5,8,4,[9-10],[0-5],[0-5],30,15,20,25,5,5,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[0-5],7,7,7,8,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],0.32,8,?,3,7,7,[6-8],[7-10],0,0,0,[6-8]
male,27,European/Caucasian-American,0,6,3,'International Affairs',7,7,8,8,8,7,[6-8],[6-8],[6-8],30,15,20,25,5,5,7,7,8,7,5,[6-8],[6-8],[6-8],[6-8],[0-5],5,8,7,6,6,6,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],6,7,8,8,5,5,3,4,8,5,6,3,3,7,8,7,2,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],0.08,8,?,3,6,5,[6-8],[5-6],0,0,0,[6-8]
